case_submitter_id,M34__strict__signed_mean_z,M34__strict__canine_pca_weighted_z,M11__strict__signed_mean_z,M11__strict__canine_pca_weighted_z,M24__strict__signed_mean_z,M24__strict__canine_pca_weighted_z,M40__strict__signed_mean_z,M40__strict__canine_pca_weighted_z
TARGET-40-PATMIF,-1.382737844988344,-1.4483714672200017,1.9019141387823388,1.982441677187376,-0.432957557767743,-0.4719268144078826,0.2496068303301061,0.2957943259568669
TARGET-40-PATMPU,-0.2160180048508775,-0.2361686728744018,-0.0144124382795808,-0.0065522936037208,-0.5598406733240691,-0.5812273888514121,1.105594681206285,1.0625823085276287
TARGET-40-PATMXR,-0.1313526128754307,-0.1082905949703917,0.4676583844114664,0.3719720965166323,-0.7706556770035207,-0.7885669964862349,1.6629442638917644,1.5560531166955835
TARGET-40-PATPBS,-0.8517520816029154,-0.7771461942524658,-0.3728077822158179,-0.3541038258592854,0.2071576478761534,0.2358249104796261,0.5198648442839728,0.6615152765192581
TARGET-40-PATUXZ,-0.0344092137604885,0.0865213153016752,1.8314623074519163,1.4616591458285744,1.859084390687226,1.948633110786169,0.4046071399777737,0.206263125130443
TARGET-40-PAUBIT,-0.3485616629167867,-0.340866105778661,-0.8089563461084586,-0.7699798144040663,0.703041934512356,0.592095529346353,-0.5509715830026027,-0.4400706053412087
TARGET-40-PAUTWB,-1.3402567365413385,-1.3814374414223567,0.3694791430121424,0.4362751795733633,-0.0291852349961547,-0.0746640278550896,-0.3508183996832193,-0.4218805024861183
TARGET-40-PAUTYB,0.3875252734718303,0.2892403883997513,-0.5472133239296754,-0.5224185911322103,-0.8245437821880203,-0.8015218608149692,-0.7954859406928566,-1.0345554435071325
TARGET-40-PAUUML,1.6637187797441415,1.6531120036198057,0.0195525389634506,-0.0284916923931145,0.9772607253021384,1.0163073711022037,1.214162567681171,1.2446527611309204
TARGET-40-PAUVUL,1.1220744289209827,1.1027370841867117,-1.4640591033833013,-1.464559812335701,-0.3163984847902858,-0.2845465145263632,0.3006331187907152,0.2912813901993073
TARGET-40-PAUXPZ,1.7369816122617463,1.7058707901928316,-1.2092052276153702,-1.1875913677884171,-0.5172344278212364,-0.5114348529735253,-1.8432987457761223,-1.929704681628332
TARGET-40-PAUYTT,2.4282217359187888,2.380221390431608,0.3516529944838216,0.3725689758877453,-0.8989077136140498,-0.8569801579890466,-0.7295754817790714,-0.7741386657494149
TARGET-40-PAVALD,2.0300566195521004,2.099436585283446,-2.0902953054898457,-2.014706191482132,-1.1550605343497773,-1.1318248568322336,1.4252617338612583,1.3222899002839037
TARGET-40-PAVCLP,-0.5405677540038198,-0.5686355253495876,1.1517037666176004,1.236136808848148,0.0042213784164753,-0.1023308361594192,-0.1153113682264648,-0.1586211259906099
TARGET-40-PAVDTY,0.8887716302806998,0.8249623617235795,-0.0818164690708175,-0.0692866829319025,-0.1213621113538791,-0.1611686172198335,-1.228247735644332,-1.2899805560748143
TARGET-40-PAVECB,0.7626193707008283,0.7702858015220937,-1.0941831362340628,-1.0369672888764436,0.4132767466521484,0.3232750573617339,-2.117340189141156,-2.1085047175876253
